Date/Time,a_x,a_y,a_z,w_x,w_y,w_z,Latitude,Longitude,Elevation,Pitch,Roll,Yaw,Pitch_accel_only,Roll_accel_only,Yaw_accel_only,Pitch_gyro_only,Roll_gyro_only,Yaw_gyro_only
13:07:50,0.018787999,0.032451998,0.018056,5.22E-05,-0.000926919,-2.00E-05,-34.54874308,-51.19824974,428003.8076,334.2413298,63.38110923,334.4633109,334.2514982,63.40585501,334.4599266,334.2486517,63.40337565,334.4598992
13:08:00,0.018787999,0.033671997,0.016348001,-0.001750119,0.000920802,-0.001255797,-34.97055291,-50.65311822,428126.9673,334.3558823,63.31169402,333.904511,334.2953463,63.33624855,333.901866,334.2957066,63.33717746,333.9007748
13:08:10,0.018300001,0.03294,0.020252001,0.001021713,1.36E-05,-4.08E-05,-35.39346607,-50.09667639,428250.4973,334.1484956,62.89926671,333.9242553,334.1471073,62.93656637,333.9110082,334.1495474,62.93489981,333.9118568
13:08:20,0.019032,0.034403998,0.016835999,0.000740021,-0.000595368,-4.96E-05,-35.8111573,-49.53696871,428372.5092,334.0278693,63.41853867,334.0258356,334.0238736,63.4263729,334.0331542,334.0239368,63.42611335,334.0349112
13:08:30,0.018300001,0.033671997,0.019032,-0.001374021,0.000338048,-0.001283102,-36.22714823,-48.96908631,428493.9912,334.2792015,63.15726344,333.3694937,334.2741283,63.14399922,333.3874878,334.2740378,63.14223703,333.3881247
13:08:40,0.018544,0.035379998,0.014396,0.000178814,-0.00208652,-0.00067105,-36.64321061,-48.39020569,428615.4196,334.0793518,63.72806235,332.9912361,334.0441354,63.74069137,332.98026,334.0423442,63.73887454,332.9781546
13:08:50,0.017568,0.031964,0.014884,-0.001020111,5.23E-05,0.001769332,-37.0500449,-47.81314638,428734.042,334.204136,63.28149775,332.3011565,334.1939624,63.30344315,332.3084409,334.1921063,63.30472723,332.3068512
13:09:00,0.017324001,0.034159999,0.015372,-0.000392586,-0.001453117,-0.00097716,-37.45475756,-47.22779267,428851.8944,333.8652579,63.4195632,332.1749978,333.8617881,63.46145958,332.1740142,333.8643938,63.46258656,332.1721598
13:09:10,0.019276001,0.035135999,0.016104,-0.000379596,-0.000840455,0.002384232,-37.85955701,-46.63051329,428969.5797,333.8843534,63.35915701,332.0920656,333.8706862,63.2966881,332.104249,333.8717602,63.29349157,332.1055621
13:09:20,0.017811999,0.034159999,0.017811999,-0.000358336,9.07E-05,0.001768721,-38.25853496,-46.02973204,429085.3424,334.0481071,63.7609702,331.2511157,334.065157,63.78434311,331.2438654,334.0646908,63.78025866,331.2480557
13:09:30,0.01952,0.034648001,0.017568,-0.002167817,-0.002621859,0.001457492,-38.65467262,-45.42078372,429200.013,334.0793604,63.41939927,331.486472,334.0179058,63.49563102,331.4713739,334.0174072,63.4973249,331.4682474
13:09:40,0.018300001,0.033671997,0.01708,-0.000620801,-0.000449762,-0.000984898,-39.04576549,-44.80683764,429312.9191,333.9491958,63.31413923,331.1099527,333.9183267,63.32567542,331.1068245,333.9200872,63.32234912,331.1078593
13:09:50,0.018544,0.036355998,0.014884,-0.000900134,-0.005600438,0.00176193,-39.43337071,-44.18524994,429424.4777,334.1622225,63.25031111,331.203417,334.1658733,63.28902462,331.1997458,334.1636295,63.28795911,331.1972596
13:10:00,0.018300001,0.033183999,0.017811999,-0.000868995,0.000248507,-0.000382023,-39.81771271,-43.55535812,429534.7192,334.214926,63.27042602,330.8500367,334.2111181,63.21990994,330.8601727,334.2100287,63.22218439,330.8575602
13:10:10,0.017811999,0.034159999,0.01952,-0.00053576,-0.003374673,0.000834217,-40.19611797,-42.92135898,429642.8471,334.3071489,63.40369667,330.0570552,334.3507136,63.36215546,330.0742399,334.3515742,63.36205984,330.0737276
13:10:20,0.017568,0.034892,0.017324001,-0.000205576,-0.002114631,-0.002529781,-40.57449104,-42.27297665,429750.514,334.0471492,62.92627328,329.9222067,334.0712325,62.88914437,329.9379674,334.0717225,62.88774418,329.9355768
13:10:30,0.016104,0.033916,0.017568,-0.001403477,-0.002686113,0.000528641,-40.9445298,-41.62417998,429855.3278,334.0333932,63.2908073,330.1068916,334.0483257,63.34635723,330.0988798,334.048657,63.34418523,330.099334
13:10:40,0.018787999,0.034403998,0.017324001,0.001366731,-0.001427397,0.002058201,-41.31445239,-40.96028219,429959.5872,334.1026377,63.20915239,329.6097939,334.1144573,63.13602839,329.6197386,334.1139331,63.13901318,329.6165831
13:10:50,0.01952,0.032696001,0.018787999,-0.004111361,-0.002916463,-7.86E-05,-41.67901649,-40.29021226,430061.7794,334.12912,63.58135672,329.5117294,334.1337116,63.60104132,329.5047729,334.1327451,63.59838438,329.5044826
13:11:00,0.018056,0.035623997,0.018056,-0.001046985,-0.000747867,-0.001289101,-42.03766416,-39.61486984,430161.7266,333.9094509,62.94045958,329.5338046,333.8515889,63.02903347,329.510039,333.850269,63.02955257,329.5060672
13:11:10,0.019032,0.03294,0.017324001,-0.001644384,-0.001945913,0.000241887,-42.39004888,-38.9348397,430259.3143,333.954385,63.06336883,328.7703739,333.968421,63.10777872,328.7692742,333.969951,63.1063717,328.7682155
13:11:20,0.020008,0.035135999,0.015128,0.000205748,-0.00162217,-0.000975836,-42.74064803,-38.24110674,430355.7544,334.2659048,63.33952704,329.2029024,334.295389,63.34339293,329.2220338,334.2939632,63.33859131,329.2204731
13:11:30,0.018056,0.033916,0.018056,-0.002522867,0.000846058,0.000552027,-43.08702332,-37.53794167,430450.3423,333.9229644,63.32273161,328.8742781,333.9111892,63.29948847,328.8791515,333.9075504,63.30280794,328.8762316
13:11:40,0.01708,0.034648001,0.018300001,-0.000363812,-0.00126633,-5.43E-05,-43.42683395,-36.82988135,430542.419,333.8133211,63.14395824,329.0510981,333.8058233,63.16226997,329.0511151,333.8063389,63.16183967,329.0503092
13:11:50,0.018787999,0.034892,0.018300001,0.000261925,-0.001552202,-0.000661697,-43.75889127,-36.11946776,430631.6552,334.0477673,63.15683997,329.40343,334.066979,63.19120948,329.3974706,334.0701072,63.19186518,329.3978121
13:12:00,0.018787999,0.034648001,0.018544,-0.00308264,0.00060226,0.001784166,-44.08904323,-35.3938507,430719.6002,333.8196817,62.7255067,329.0104175,333.845896,62.75818915,328.9972762,333.843823,62.75972594,328.9961799
13:12:10,0.017811999,0.034648001,0.015372,-0.000613838,0.000629313,-0.000358725,-44.4140151,-34.65963355,430805.3503,333.960568,62.92868433,329.1236756,333.988425,62.93814414,329.1306868,333.9878495,62.93653222,329.131042
13:12:20,0.018056,0.034159999,0.018056,-0.000599481,-0.001198716,-0.000666447,-44.73389834,-33.91626537,430888.9094,334.0563563,62.750553,329.130055,334.0807964,62.71688017,329.1530557,334.0800639,62.71614934,329.153947
13:12:30,0.019763999,0.033671997,0.018544,-0.002112869,0.001252808,-0.001582937,-45.0478562,-33.16539339,430970.0417,333.8643716,63.00514147,327.8414033,333.8897338,63.00760034,327.8646635,333.8905927,63.00650751,327.8652987
13:12:40,0.017811999,0.033916,0.016348001,-0.001174711,5.35E-05,0.000254108,-45.35566378,-32.40734458,431048.6765,333.9463954,62.96067011,328.4288781,333.9505584,62.95435901,328.4310467,333.9530446,62.9559163,328.4292606
13:12:50,0.019032,0.035868,0.01708,-0.001157232,-0.001767114,0.000248529,-45.65928572,-31.63685317,431125.2951,334.0034702,62.62227522,327.8151002,333.98599,62.5934245,327.8233818,333.98606,62.58998891,327.8216538
13:13:00,0.016835999,0.033671997,0.017324001,-0.00235568,0.000684455,-0.000359546,-45.95657561,-30.85892372,431199.3356,334.009368,62.80535161,327.8369739,334.0169085,62.82934606,327.8278419,334.0168198,62.82923678,327.8264144
13:13:14,0.019763999,0.033916,0.017324001,0.00102292,0.000378877,0.00147252,-46.36174866,-29.75799539,431298.5462,333.79587,62.92216833,327.611885,333.7855342,62.96112773,327.5940036,333.7844994,62.96082037,327.5933479
13:13:24,0.018787999,0.033427998,0.018056,0.001655638,-0.001451373,-0.000362065,-46.64500344,-28.95796214,431366.6365,334.1356668,63.21420673,327.7797745,334.1719812,63.1941533,327.7809288,334.1705537,63.19362054,327.7786577
13:13:34,0.018787999,0.032696001,0.015616,-0.001379851,-0.000219442,-0.001277093,-46.92191924,-28.14942885,431432.1026,333.9428625,63.06095095,327.2650343,333.9383528,63.07647597,327.2623091,333.9386124,63.07433129,327.2618378
13:13:44,0.018787999,0.033183999,0.018300001,0.000475809,-0.000204921,0.000552624,-47.19068017,-27.33764137,431494.515,333.7619478,63.08720619,327.3596939,333.7498618,63.09547755,327.3634813,333.7489961,63.09518385,327.360517
13:13:54,0.017324001,0.035135999,0.01464,-0.001334649,0.000720583,-0.000977684,-47.45405145,-26.51402197,431554.5091,333.8871315,63.44096218,326.7367704,333.884297,63.47862384,326.743225,333.8829071,63.47717584,326.7441914
13:14:04,0.018787999,0.03294,0.018056,-0.002850905,-0.000201903,0.000250556,-47.71201977,-25.67789468,431612.0553,333.9951646,63.21538152,326.8089245,334.0036255,63.226665,326.7995672,334.0030877,63.22820862,326.798225
13:14:14,0.019032,0.034648001,0.017324001,0.000218239,0.002860665,0.00116968,-47.9613796,-24.83942993,431666.4334,334.062886,63.14263318,326.8808567,333.9994181,63.07674234,326.8681389,334.0004922,63.0746728,326.8676915
13:14:24,0.018300001,0.033916,0.015859999,-0.003129106,0.001947328,0.001171332,-48.20477095,-23.98959133,431718.2167,333.7980556,63.08989729,326.5065111,333.7977227,63.09325091,326.5045235,333.7972872,63.09055299,326.5055139
13:14:34,0.020008,0.034403998,0.017324001,0.003293734,0.000113338,0.000869464,-48.44169804,-23.1294894,431767.279,333.9365326,63.39670939,326.5756326,333.9288316,63.40851195,326.5566925,333.9279675,63.41039025,326.5555382
13:14:44,0.017324001,0.034403998,0.018056,-0.00096643,0.000739411,0.00117513,-48.67002602,-22.26675005,431813.1781,334.1187825,62.91410871,326.3935432,334.1434361,62.86533433,326.3991064,334.1445221,62.86481523,326.3981775
13:14:54,0.019032,0.033427998,0.017568,-0.00186896,-0.002303377,-0.000351768,-48.89174889,-21.39370603,431856.3147,333.8398154,63.17483069,326.3642553,333.8744052,63.18974782,326.3726223,333.8743403,63.19084065,326.3680666
13:15:04,0.018787999,0.033671997,0.017811999,-0.00123857,0.000472851,-0.00096683,-49.10647569,-20.51133313,431896.5952,333.8721137,63.18481643,325.9855247,333.8497448,63.16615635,326.0017669,333.8491403,63.17020665,326.001323
13:15:14,0.016592,0.032696001,0.017324001,0.000928573,-0.000714876,0.000248721,-49.3138968,-19.62043194,431933.9478,333.961415,62.42963656,325.9301968,333.9564597,62.45839849,325.925624,333.9568046,62.45814577,325.927072
13:15:24,0.01952,0.034648001,0.016592,-0.000573687,-0.001285471,-0.001589241,-49.51394349,-18.72084599,431968.3475,333.6231772,63.46361792,325.4350456,333.5799643,63.48011966,325.4323238,333.5803877,63.47350803,325.4309031
13:15:34,0.019032,0.034403998,0.017811999,-0.001461476,-0.001558021,0.000848103,-49.70438376,-17.82283715,431999.4249,334.080933,62.67228586,325.5850673,334.0997963,62.67421198,325.5848966,334.0982288,62.67294839,325.5830695
13:15:44,0.016835999,0.033916,0.016835999,-0.001738284,-0.000921987,-0.000385405,-49.89011034,-16.90257339,432027.9533,334.0147143,62.64204178,325.3016418,334.0490565,62.67567364,325.3082432,334.0473661,62.67411635,325.3087555
13:15:54,0.019276001,0.03294,0.016104,-0.001091,-0.002719708,0.00051556,-50.06523178,-15.98880612,432053.0151,333.9004607,63.07271936,325.6911436,333.8857023,63.03448396,325.6982265,333.881442,63.03323404,325.6948319
13:16:04,0.017568,0.033671997,0.017324001,0.000475459,-0.000540607,0.000191005,-50.23385423,-15.06023027,432075.2075,333.9192078,62.90352192,325.47825,333.9271257,62.88246444,325.4884167,333.9255872,62.88422663,325.4888846
13:16:14,0.018787999,0.034159999,0.020252001,0.000808664,0.000993937,-0.000125542,-50.39339888,-14.13051122,432094.1741,334.0767461,62.92856139,325.9595256,334.0793279,62.8746712,325.9539624,334.0795158,62.87760818,325.9518348
13:16:24,0.019032,0.032696001,0.014396,-8.88E-05,8.68E-05,-0.000742169,-50.54562118,-13.18910989,432110.1153,333.7638722,63.07073178,325.4477976,333.8121753,63.04936012,325.4549181,333.8100597,63.0454191,325.4508883
13:16:34,0.018544,0.032451998,0.01952,0.00084893,-0.000511274,-0.000139683,-50.68921452,-12.24346636,432122.8722,333.757527,62.79779059,325.6238867,333.7179546,62.76169304,325.6129413,333.7172545,62.75674115,325.6151441
13:16:44,0.018787999,0.035135999,0.016835999,0.000869833,0.001023553,0.000162859,-50.82421137,-11.29335812,432132.4502,333.906519,63.18683816,324.8132252,333.8827995,63.18912628,324.8157763,333.8810732,63.18680401,324.8160051
13:16:54,0.01952,0.034648001,0.018056,-0.00094559,-0.003552526,-0.001681035,-50.95117941,-10.33425488,432138.8706,333.8549016,63.22431541,325.0463123,333.8468744,63.27550085,325.0467699,333.844074,63.27400504,325.0442769
13:17:04,0.01952,0.032696001,0.018787999,-0.00304763,-0.001380838,-0.00016957,-51.06945014,-9.370581401,432142.0764,334.085038,62.89373425,325.0053448,334.0491044,62.88290841,324.991056,334.0463364,62.87962308,324.9907418
13:17:14,0.019276001,0.033671997,0.016348001,0.00155481,0.001089856,-0.001092544,-51.17896276,-8.402674846,432142.0604,333.8962157,63.3325261,324.8840133,333.8788858,63.35457395,324.8797239,333.8799735,63.35600146,324.879823
13:17:24,0.01952,0.033183999,0.020252001,-0.002087254,0.000191689,-0.002013603,-51.28001633,-7.427297775,432138.799,333.9752222,62.81645749,325.3368992,333.9313929,62.75943908,325.3436133,333.9301686,62.75835991,325.3403417
13:17:34,0.01952,0.03294,0.016348001,-0.000539646,-0.000697084,0.00041955,-51.37178053,-6.452400341,432132.3154,334.2384645,63.16645005,325.0304389,334.2072591,63.11632329,325.0234584,334.206308,63.11322921,325.0249064
13:17:44,0.019032,0.034403998,0.017324001,-0.002656426,-0.000355937,-0.000504885,-51.4547842,-5.472607332,432122.5801,333.9189841,63.21001299,324.8288698,333.9359332,63.23250481,324.8346789,333.935018,63.22943122,324.8361678
13:17:54,0.020252001,0.034403998,0.015616,0.000115421,-0.000942491,-0.001423987,-51.52826369,-4.497863347,432109.7165,333.9742608,63.44880324,325.1702187,334.0113607,63.4191329,325.1805596,334.012206,63.41765075,325.1809455
13:18:04,0.018544,0.033671997,0.018544,0.000443891,0.000917956,-0.000818327,-51.59346165,-3.511353345,432093.4905,333.9673589,63.09381099,324.8276916,333.9726984,63.15505729,324.825383,333.9733473,63.15147144,324.827152
13:18:14,0.017324001,0.031719998,0.016592,0.002000023,-0.000582688,0.000393027,-51.6502343,-2.510701757,432073.7528,333.8675443,63.24257934,324.5400177,333.8810834,63.26559707,324.5376237,333.8792597,63.26735243,324.5370909
13:18:24,0.018056,0.035135999,0.016835999,0.001411788,4.64E-05,7.99E-05,-51.69678027,-1.530026771,432051.2179,333.9073609,63.00035351,324.8307856,333.9160147,63.02451189,324.826527,333.9167063,63.025352,324.8262128
13:18:34,0.017811999,0.03294,0.015859999,-0.004991371,4.52E-05,0.000384971,-51.73496975,-0.531498808,432025.0359,333.9699066,63.17881269,324.5083666,333.933973,63.24518164,324.4827704,333.9343879,63.24327602,324.4794578
13:18:44,0.019276001,0.035379998,0.014884,-0.001610495,-0.001172796,0.001904663,-51.76381638,0.463232847,431995.7112,333.9632608,63.09532729,324.7873456,333.9095158,63.16586265,324.7694437,333.9106137,63.16292567,324.7699833
13:18:54,0.019032,0.035623997,0.018056,0.003908824,0.001580991,0.000370566,-51.78355434,1.460851299,431963.0521,334.0416748,62.44604268,325.0473231,334.0274697,62.50675623,325.0211157,334.0259159,62.50444762,325.0232023
13:19:04,0.017811999,0.034159999,0.016592,0.000258818,-0.001176149,-0.000242902,-51.7941293,2.462458567,431926.9861,334.0678703,62.74816926,324.4909462,334.0715962,62.81042644,324.4902392,334.0717054,62.80985953,324.489785
13:19:14,0.019276001,0.032696001,0.01708,-2.99E-05,-0.001472063,0.000360383,-51.79546615,3.460397245,431887.7801,333.8864844,62.47948328,324.9400687,333.8429078,62.46731871,324.9372341,333.8435088,62.46748947,324.9397886
13:19:24,0.018787999,0.034648001,0.016835999,0.002117407,-0.00148645,-0.000248762,-51.78768745,4.453059131,431845.5301,333.9186358,62.6519319,324.8974927,333.9482156,62.61246706,324.9119283,333.9447339,62.61268563,324.9081034
13:19:34,0.018787999,0.03294,0.018056,-0.001537703,-0.000564948,-0.001167301,-51.77068158,5.451989304,431799.7249,334.0237319,62.56865823,324.9018811,334.0128582,62.55821487,324.9025778,334.0126346,62.55529838,324.9033223
13:19:44,0.017811999,0.034403998,0.01464,0.002432007,0.001879953,0.000977458,-51.74464216,6.44477,431750.9143,333.8211826,63.08663929,325.1870995,333.841791,63.13243571,325.1961905,333.8446153,63.12760676,325.1984001
13:19:54,0.019032,0.033427998,0.016348001,0.002120897,-0.000563391,-0.000542898,-51.70951314,7.436421044,431698.8647,333.6642164,62.96088867,325.1187191,333.6652221,62.9625006,325.1238964,333.666875,62.96702901,325.1214136
13:20:04,0.016592,0.034159999,0.015128,-0.001842093,4.75E-05,0.000985835,-51.66528686,8.427054227,431643.554,333.9840519,62.81890953,324.865384,333.9705196,62.82575338,324.8600291,333.9699903,62.8239707,324.859954
13:20:14,0.017811999,0.033183999,0.01952,-0.002440125,-0.000573076,0.001291241,-51.61197552,9.416226353,431584.989,333.4483414,62.84208436,324.0979507,333.3811101,62.90909535,324.0712242,333.3800702,62.90713509,324.0691512
13:20:24,0.017811999,0.032696001,0.017324001,-0.000596359,-0.001488395,-0.001462372,-51.54903082,10.41187006,431522.6396,333.8521541,63.20864696,324.5669662,333.8553182,63.1741545,324.5829659,333.8549426,63.17556835,324.5814325
13:20:34,0.018056,0.032207999,0.015859999,-0.001201976,0.000648245,-0.000548763,-51.47811846,11.38930039,431458.0735,334.0508853,63.23572866,324.6876761,334.0220824,63.24740145,324.6769903,334.0235492,63.24857624,324.6772908
13:20:44,0.01952,0.03294,0.015616,0.001541026,-0.000272453,-0.000852117,-51.39730565,12.37596339,431389.4821,333.7139436,63.05637472,324.6251013,333.7007971,63.07323846,324.6184112,333.7013999,63.07398978,324.6208051
13:20:54,0.017568,0.034159999,0.015616,-0.001825802,0.001247928,6.98E-05,-51.30849907,13.34850822,431318.469,334.0474412,63.26237322,324.8696255,334.0371447,63.17796575,324.8636867,334.0390008,63.17446869,324.8648307
13:21:04,0.018056,0.032696001,0.018056,-0.000907145,0.000326164,0.000686074,-51.2096774,14.3290968,431243.3989,333.9304725,62.71705092,324.830287,333.9092323,62.75611277,324.827975,333.9095209,62.75318945,324.8314072
13:21:14,0.016835999,0.033183999,0.014884,0.000942335,0.000642523,-0.002988523,-51.10283399,15.29761833,431165.7806,333.8728923,63.05795249,324.7295964,333.8461982,63.07943344,324.7161443,333.8442345,63.07672185,324.7190984
13:21:24,0.017811999,0.034892,0.018300001,-0.000260208,0.003104471,0.000666391,-50.9881062,16.25495349,431085.6138,333.7903546,63.20888601,324.9141891,333.7842911,63.23131635,324.9099441,333.7847487,63.2305582,324.9093226
13:21:34,0.018544,0.034159999,0.018787999,0.000671815,-0.002689652,-0.000865843,-50.86325948,17.21936451,431001.3333,333.6462154,63.16407997,325.0690602,333.63499,63.15825382,325.0743536,333.6339859,63.15783718,325.071403
13:21:44,0.018544,0.033671997,0.016835999,0.001611393,-0.000832587,-0.000263132,-50.73110417,18.16912847,430914.8187,333.5841221,62.95557479,324.1457791,333.5795989,63.01522283,324.1369921,333.5788083,63.02039328,324.1343522
13:21:54,0.017324001,0.033427998,0.017811999,0.001027193,-0.001106754,-0.001802247,-50.58946421,19.12040452,430824.6073,333.6742294,62.75381783,324.3593626,333.6789781,62.72054798,324.3580648,333.6794665,62.72168179,324.35661
13:22:04,0.017811999,0.033671997,0.016592,-0.000166301,-0.000461429,0.001851909,-50.44015071,20.06108687,430731.8325,333.4768216,63.20711699,324.0932413,333.4687534,63.21605088,324.0971379,333.4665592,63.21628311,324.0985996
13:22:14,0.020252001,0.032207999,0.017811999,0.000477131,0.000483856,0.001536096,-50.2820405,20.99869719,430635.762,333.6120201,62.55754551,323.7794283,333.602591,62.57785167,323.7826351,333.6001133,62.57452536,323.7825326
13:22:24,0.01952,0.034403998,0.015128,-0.000108637,-0.002243847,0.001527967,-50.1168135,21.92383812,430537.3782,333.7860686,62.7615496,324.0099062,333.784093,62.70410088,324.0088168,333.7848597,62.70179911,324.0104799
13:22:34,0.01952,0.032207999,0.018787999,0.002044156,0.001748666,0.002133548,-49.94233286,22.84874558,430435.382,333.0447233,62.90170509,323.7621035,333.0589557,62.90766101,323.7625714,333.0591009,62.90696433,323.7628753
13:22:44,0.018300001,0.034648001,0.018544,0.000245254,-0.000662833,-1.83E-05,-49.76096604,23.7611174,430331.132,333.6730376,62.5144197,324.1481492,333.7127295,62.5640137,324.1627931,333.7118911,62.56352876,324.1588487
13:22:54,0.018544,0.033671997,0.019763999,0.00118925,-0.002477042,-0.0003352,-49.57189504,24.66585442,430224.1139,333.4202813,63.24697115,323.7020764,333.4115762,63.26561756,323.697466,333.4067882,63.26339092,323.6984905
13:23:08,0.018300001,0.033916,0.016835999,0.001820974,0.002115935,0.00056904,-49.2919957,25.93019195,430068.3419,333.5888606,62.89476561,323.6285631,333.6023605,62.9875469,323.6248611,333.6012642,62.98338049,323.6268214
